order_id,order_date,ship_date,ship_mode,customer_id,product_id,quantity,sales,discount,profit
CA-2016-109806,9/17/2016,9/22/2016,Standard Class,JS-15685,OFF-PA-10000304,1,6.48,0,3.1104
CA-2015-149587,1/31/2015,2/5/2015,Second Class,KB-16315,OFF-PA-10003177,2,12.96,0,6.2208
CA-2015-149587,1/31/2015,2/5/2015,Second Class,KB-16315,FUR-FU-10003799,3,53.34,0,16.5354
CA-2015-149587,1/31/2015,2/5/2015,Second Class,KB-16315,OFF-BI-10002852,2,32.96,0,16.1504
US-2017-109484,11/06/2017,11/12/2017,Standard Class,RB-19705,OFF-BI-10004738,1,5.682,0.7,-3.788
CA-2017-161018,11/09/2017,11/11/2017,Second Class,PN-18775,FUR-FU-10000629,7,96.53,0,40.5426
CA-2017-157833,6/17/2017,6/20/2017,First Class,KD-16345,OFF-BI-10001721,3,51.312,0.2,17.9592
CA-2016-149223,09/06/2016,9/11/2016,Standard Class,ER-13855,OFF-AP-10000358,6,77.88,0,22.5852
CA-2016-158568,8/29/2016,9/2/2016,Standard Class,RB-19465,OFF-PA-10003256,7,64.624,0.2,22.6184
CA-2016-158568,8/29/2016,9/2/2016,Standard Class,RB-19465,TEC-AC-10001767,3,95.976,0.2,-10.7973
CA-2016-158568,8/29/2016,9/2/2016,Standard Class,RB-19465,OFF-BI-10002609,3,1.788,0.8,-3.0396
CA-2016-129903,12/01/2016,12/4/2016,Second Class,GZ-14470,OFF-PA-10004040,4,23.92,0,11.7208
US-2015-156867,11/13/2015,11/17/2015,Standard Class,LC-16870,TEC-AC-10001552,6,238.896,0.2,-26.8758
US-2015-156867,11/13/2015,11/17/2015,Standard Class,LC-16870,FUR-FU-10004006,3,102.36,0.2,-3.8385
US-2015-156867,11/13/2015,11/17/2015,Standard Class,LC-16870,OFF-BI-10002794,3,36.882,0.7,-25.8174
CA-2017-119004,11/23/2017,11/28/2017,Standard Class,JM-15250,TEC-AC-10003499,8,74.112,0.2,17.6016
CA-2017-119004,11/23/2017,11/28/2017,Standard Class,JM-15250,TEC-PH-10002844,1,27.992,0.2,2.0994
CA-2017-119004,11/23/2017,11/28/2017,Standard Class,JM-15250,OFF-AR-10000390,1,3.304,0.2,1.0738
CA-2015-129476,10/15/2015,10/20/2015,Standard Class,PA-19060,TEC-AC-10000844,5,339.96,0.2,67.992
CA-2017-146780,12/25/2017,12/30/2017,Standard Class,CV-12805,FUR-FU-10001934,2,41.96,0,10.9096
CA-2016-128867,11/03/2016,11/10/2016,Standard Class,CL-12565,OFF-AR-10000380,2,75.96,0,22.788
CA-2016-128867,11/03/2016,11/10/2016,Standard Class,CL-12565,OFF-BI-10003981,6,27.24,0,13.3476
CA-2014-115259,8/25/2014,8/27/2014,Second Class,RC-19960,OFF-FA-10000621,14,40.096,0.2,14.5348
CA-2014-115259,8/25/2014,8/27/2014,Second Class,RC-19960,OFF-EN-10002600,2,4.72,0.2,1.652
CA-2014-115259,8/25/2014,8/27/2014,Second Class,RC-19960,OFF-PA-10004965,3,23.976,0.2,7.4925
CA-2014-115259,8/25/2014,8/27/2014,Second Class,RC-19960,OFF-EN-10002504,6,130.464,0.2,44.0316
CA-2015-110457,03/02/2015,3/6/2015,Standard Class,DK-13090,FUR-TA-10001768,3,787.53,0,165.3813
US-2015-136476,04/05/2015,4/10/2015,Standard Class,GG-14650,OFF-BI-10003650,1,157.794,0.7,-115.7156
CA-2016-103730,06/12/2016,6/15/2016,First Class,SC-20725,FUR-FU-10002157,3,47.04,0,18.3456
CA-2016-103730,06/12/2016,6/15/2016,First Class,SC-20725,OFF-BI-10003910,4,30.84,0,13.878
CA-2016-103730,06/12/2016,6/15/2016,First Class,SC-20725,OFF-ST-10000777,6,226.56,0,63.4368
CA-2016-103730,06/12/2016,6/15/2016,First Class,SC-20725,OFF-EN-10002500,9,115.02,0,51.759
CA-2016-103730,06/12/2016,6/15/2016,First Class,SC-20725,TEC-PH-10003875,7,68.04,0,19.7316
US-2014-152030,12/26/2014,12/28/2014,Second Class,AD-10180,FUR-CH-10004063,3,600.558,0.3,-8.5794
US-2014-134614,9/20/2014,9/25/2014,Standard Class,PF-19165,FUR-TA-10004534,6,617.7,0.5,-407.682
US-2017-107272,11/05/2017,11/12/2017,Standard Class,TS-21610,OFF-BI-10003274,2,2.388,0.7,-1.8308
US-2017-107272,11/05/2017,11/12/2017,Standard Class,TS-21610,OFF-ST-10002974,7,243.992,0.2,30.499
US-2016-125969,11/06/2016,11/10/2016,Second Class,LS-16975,FUR-CH-10001146,2,81.424,0.2,-9.1602
US-2016-125969,11/06/2016,11/10/2016,Second Class,LS-16975,FUR-FU-10003773,3,238.56,0,26.2416
US-2017-164147,02/02/2017,2/5/2017,First Class,DW-13585,TEC-PH-10002293,5,59.97,0.4,-11.994
US-2017-164147,02/02/2017,2/5/2017,First Class,DW-13585,OFF-PA-10002377,2,78.304,0.2,29.364
US-2017-164147,02/02/2017,2/5/2017,First Class,DW-13585,OFF-FA-10002780,9,21.456,0.2,6.9732
CA-2016-145583,10/13/2016,10/19/2016,Standard Class,LC-16885,OFF-PA-10001804,3,20.04,0,9.6192
CA-2016-145583,10/13/2016,10/19/2016,Standard Class,LC-16885,OFF-PA-10001736,1,35.44,0,16.6568
CA-2016-145583,10/13/2016,10/19/2016,Standard Class,LC-16885,OFF-AR-10001149,4,11.52,0,3.456
CA-2016-145583,10/13/2016,10/19/2016,Standard Class,LC-16885,OFF-FA-10002988,2,4.02,0,1.9698
CA-2016-145583,10/13/2016,10/19/2016,Standard Class,LC-16885,OFF-BI-10004781,3,76.176,0.2,26.6616
CA-2016-145583,10/13/2016,10/19/2016,Standard Class,LC-16885,OFF-SU-10001218,6,65.88,0,18.4464
CA-2016-145583,10/13/2016,10/19/2016,Standard Class,LC-16885,FUR-FU-10001706,14,43.12,0,20.6976
CA-2016-110366,09/05/2016,9/7/2016,Second Class,JD-15895,FUR-FU-10004848,2,82.8,0.2,10.35
CA-2017-106180,9/18/2017,9/23/2017,Standard Class,SH-19975,OFF-AR-10000940,3,8.82,0,2.3814
CA-2017-106180,9/18/2017,9/23/2017,Standard Class,SH-19975,OFF-EN-10004030,3,10.86,0,5.1042
CA-2017-106180,9/18/2017,9/23/2017,Standard Class,SH-19975,OFF-PA-10004327,3,143.7,0,68.976
CA-2017-155376,12/22/2017,12/27/2017,Standard Class,SG-20080,OFF-AP-10001058,3,839.43,0,218.2518
CA-2015-110744,09/07/2015,9/12/2015,Standard Class,HA-14920,OFF-ST-10003656,7,671.93,0,20.1579
CA-2014-110072,10/22/2014,10/28/2014,Standard Class,MG-17680,FUR-FU-10000521,4,93.888,0.2,12.9096
CA-2016-114489,12/05/2016,12/9/2016,Standard Class,JE-16165,TEC-PH-10000215,11,384.45,0,103.8015
CA-2016-114489,12/05/2016,12/9/2016,Standard Class,JE-16165,TEC-PH-10001448,3,149.97,0,5.9988
CA-2016-114489,12/05/2016,12/9/2016,Standard Class,JE-16165,FUR-CH-10000454,8,1951.84,0,585.552
CA-2016-114489,12/05/2016,12/9/2016,Standard Class,JE-16165,OFF-BI-10002735,5,171.55,0,80.6285
CA-2016-158834,3/13/2016,3/16/2016,First Class,TW-21025,OFF-AP-10000326,5,157.92,0.2,17.766
CA-2016-158834,3/13/2016,3/16/2016,First Class,TW-21025,TEC-PH-10001254,2,203.184,0.2,15.2388
CA-2015-124919,5/31/2015,6/2/2015,First Class,SP-20650,OFF-PA-10001950,7,58.38,0,26.271
CA-2015-124919,5/31/2015,6/2/2015,First Class,SP-20650,OFF-PA-10002254,4,105.52,0,48.5392
CA-2015-124919,5/31/2015,6/2/2015,First Class,SP-20650,OFF-ST-10001590,6,80.88,0,21.0288
CA-2015-118948,5/28/2015,6/3/2015,Standard Class,NK-18490,OFF-AR-10001547,3,6.63,0,1.7901
CA-2014-104269,03/01/2014,3/6/2014,Second Class,DB-13060,FUR-CH-10004063,2,457.568,0.2,51.4764
CA-2016-114104,11/20/2016,11/24/2016,Standard Class,NP-18670,OFF-LA-10002475,2,14.62,0,6.8714
CA-2016-114104,11/20/2016,11/24/2016,Standard Class,NP-18670,TEC-PH-10004536,7,944.93,0,236.2325
CA-2016-162733,05/11/2016,5/12/2016,First Class,TT-21070,OFF-PA-10002751,1,5.98,0,2.691
CA-2015-119697,12/28/2015,12/31/2015,Second Class,EM-13960,TEC-AC-10003657,2,54.384,0.2,1.3596
CA-2016-154508,11/16/2016,11/20/2016,Standard Class,RD-19900,OFF-EN-10001990,5,28.4,0,13.348
CA-2016-113817,11/07/2016,11/11/2016,Standard Class,MJ-17740,OFF-BI-10004002,2,27.68,0.2,9.688
CA-2014-139892,09/08/2014,9/12/2014,Standard Class,BM-11140,OFF-AR-10004441,3,9.936,0.2,2.7324
CA-2014-139892,09/08/2014,9/12/2014,Standard Class,BM-11140,TEC-MA-10000822,8,8159.952,0.4,-1359.992
CA-2014-139892,09/08/2014,9/12/2014,Standard Class,BM-11140,OFF-ST-10000991,3,275.928,0.2,-58.6347
CA-2014-139892,09/08/2014,9/12/2014,Standard Class,BM-11140,FUR-CH-10004287,9,1740.06,0.3,-24.858
CA-2014-139892,09/08/2014,9/12/2014,Standard Class,BM-11140,OFF-AR-10002656,6,32.064,0.2,6.8136
CA-2014-139892,09/08/2014,9/12/2014,Standard Class,BM-11140,OFF-AP-10002518,5,177.98,0.8,-453.849
CA-2014-139892,09/08/2014,9/12/2014,Standard Class,BM-11140,TEC-PH-10003931,3,143.976,0.2,8.9985
CA-2014-118962,08/05/2014,8/9/2014,Standard Class,CS-12130,OFF-PA-10000659,3,20.94,0,9.8418
CA-2014-118962,08/05/2014,8/9/2014,Standard Class,CS-12130,OFF-PA-10001144,2,110.96,0,53.2608
CA-2014-118962,08/05/2014,8/9/2014,Standard Class,CS-12130,FUR-CH-10003817,7,340.144,0.2,21.259
US-2014-100853,9/14/2014,9/19/2014,Standard Class,JB-15400,OFF-AP-10000891,2,52.448,0.8,-131.12
US-2014-100853,9/14/2014,9/19/2014,Standard Class,JB-15400,OFF-LA-10003148,4,20.16,0.2,6.552
US-2017-152366,4/21/2017,4/25/2017,Second Class,SJ-20500,OFF-AP-10002684,4,97.264,0.8,-243.16
US-2015-101511,11/21/2015,11/23/2015,Second Class,JE-15745,FUR-CH-10004698,7,396.802,0.3,-11.3372
US-2015-101511,11/21/2015,11/23/2015,Second Class,JE-15745,OFF-SU-10002189,5,15.88,0.2,-3.7715
CA-2015-137225,12/15/2015,12/19/2015,Standard Class,JK-15640,OFF-AR-10001940,1,3.28,0,1.4104
CA-2014-166191,12/05/2014,12/9/2014,Second Class,DK-13150,OFF-ST-10003455,2,24.816,0.2,1.8612
CA-2014-166191,12/05/2014,12/9/2014,Second Class,DK-13150,TEC-AC-10004659,7,408.744,0.2,76.6395
CA-2014-158274,11/19/2014,11/24/2014,Second Class,RM-19675,TEC-PH-10003273,4,503.96,0,131.0296
CA-2014-158274,11/19/2014,11/24/2014,Second Class,RM-19675,TEC-PH-10004896,5,149.95,0,41.986
CA-2014-158274,11/19/2014,11/24/2014,Second Class,RM-19675,TEC-AC-10002345,2,29,0,7.25
CA-2016-105018,11/28/2016,12/2/2016,Standard Class,SK-19990,OFF-BI-10001890,2,7.16,0,3.4368
CA-2014-123260,8/26/2014,8/30/2014,Standard Class,FM-14290,TEC-AC-10002323,8,176.8,0,22.984
CA-2016-157000,7/16/2016,7/22/2016,Standard Class,AM-10360,OFF-ST-10001328,3,37.224,0.2,3.7224
CA-2016-157000,7/16/2016,7/22/2016,Standard Class,AM-10360,OFF-PA-10001950,3,20.016,0.2,6.255
CA-2015-102281,10/12/2015,10/14/2015,First Class,MP-17470,FUR-BO-10002613,4,899.136,0.2,112.392
CA-2015-102281,10/12/2015,10/14/2015,First Class,MP-17470,TEC-PH-10001552,6,71.76,0,20.0928
CA-2015-102281,10/12/2015,10/14/2015,First Class,MP-17470,OFF-PA-10000061,8,51.84,0,24.8832
CA-2015-102281,10/12/2015,10/14/2015,First Class,MP-17470,FUR-BO-10002545,3,626.352,0.2,46.9764
CA-2015-102281,10/12/2015,10/14/2015,First Class,MP-17470,OFF-AR-10003514,5,19.9,0,6.567
CA-2015-131457,10/31/2015,11/6/2015,Standard Class,MZ-17515,OFF-EN-10001509,7,14.28,0,6.7116
CA-2014-140004,3/21/2014,3/25/2014,Standard Class,CB-12025,OFF-AR-10004685,2,7.408,0.2,1.2038
CA-2014-140004,3/21/2014,3/25/2014,Standard Class,CB-12025,OFF-AR-10004027,3,6.048,0.2,1.5876
CA-2017-107720,11/06/2017,11/13/2017,Standard Class,VM-21685,OFF-ST-10001414,3,46.26,0,12.0276
US-2017-124303,07/06/2017,7/13/2017,Standard Class,FH-14365,OFF-BI-10000343,2,2.946,0.7,-2.2586
US-2017-124303,07/06/2017,7/13/2017,Standard Class,FH-14365,OFF-PA-10002749,3,16.056,0.2,5.8203
CA-2017-105074,6/24/2017,6/29/2017,Standard Class,MB-17305,OFF-PA-10002666,3,21.744,0.2,6.795
CA-2014-133690,08/03/2014,8/5/2014,First Class,BS-11755,FUR-TA-10004289,2,218.75,0.5,-161.875
CA-2014-133690,08/03/2014,8/5/2014,First Class,BS-11755,OFF-AP-10003622,1,2.6,0.2,0.2925
US-2017-116701,12/17/2017,12/21/2017,Second Class,LC-17140,OFF-AP-10003217,2,66.284,0.8,-178.9668
CA-2017-126382,06/03/2017,6/7/2017,Standard Class,HK-14890,FUR-FU-10002960,7,35.168,0.2,9.6712
CA-2017-108329,12/09/2017,12/14/2017,Standard Class,LE-16810,TEC-PH-10001918,4,444.768,0.2,44.4768
CA-2017-135860,12/01/2017,12/7/2017,Standard Class,JH-15985,OFF-ST-10000642,4,83.92,0,5.8744
CA-2017-135860,12/01/2017,12/7/2017,Standard Class,JH-15985,TEC-PH-10001700,2,131.98,0,35.6346
CA-2017-135860,12/01/2017,12/7/2017,Standard Class,JH-15985,OFF-BI-10003274,4,15.92,0,7.4824
CA-2017-135860,12/01/2017,12/7/2017,Standard Class,JH-15985,OFF-FA-10000134,9,52.29,0,16.2099
CA-2017-135860,12/01/2017,12/7/2017,Standard Class,JH-15985,OFF-ST-10001522,1,91.99,0,3.6796
CA-2015-101007,02/09/2015,2/13/2015,Second Class,MS-17980,TEC-AC-10001266,2,20.8,0.2,6.5
CA-2015-146262,01/02/2015,1/9/2015,Standard Class,VW-21775,OFF-LA-10004544,2,23.68,0.2,8.88
CA-2015-146262,01/02/2015,1/9/2015,Standard Class,VW-21775,FUR-BO-10004695,5,452.45,0.5,-244.323
CA-2015-146262,01/02/2015,1/9/2015,Standard Class,VW-21775,TEC-PH-10002844,3,62.982,0.4,-14.6958
CA-2015-146262,01/02/2015,1/9/2015,Standard Class,VW-21775,TEC-MA-10000864,9,1188,0.7,-950.4
CA-2015-146262,01/02/2015,1/9/2015,Standard Class,VW-21775,TEC-AC-10000109,2,89.584,0.2,4.4792
CA-2016-130162,10/28/2016,11/1/2016,Standard Class,JH-15910,OFF-ST-10001328,6,93.06,0,26.0568
CA-2016-130162,10/28/2016,11/1/2016,Standard Class,JH-15910,TEC-PH-10002563,3,302.376,0.2,22.6782
CA-2015-169397,12/24/2015,12/27/2015,First Class,JB-15925,OFF-FA-10000585,2,5.584,0.2,1.8148
CA-2015-169397,12/24/2015,12/27/2015,First Class,JB-15925,OFF-PA-10004000,6,22.704,0.2,8.2302
CA-2015-169397,12/24/2015,12/27/2015,First Class,JB-15925,OFF-BI-10002852,4,19.776,0.7,-13.8432
CA-2015-169397,12/24/2015,12/27/2015,First Class,JB-15925,FUR-FU-10000087,4,72.704,0.2,19.0848
CA-2015-169397,12/24/2015,12/27/2015,First Class,JB-15925,TEC-MA-10001148,4,479.988,0.7,-383.9904
CA-2015-169397,12/24/2015,12/27/2015,First Class,JB-15925,OFF-AR-10001958,2,27.168,0.2,2.7168
CA-2015-163055,08/09/2015,8/16/2015,Standard Class,DS-13180,OFF-AR-10001026,1,2.2,0,0.968
CA-2015-163055,08/09/2015,8/16/2015,Standard Class,DS-13180,FUR-TA-10003748,5,622.45,0,136.939
CA-2015-163055,08/09/2015,8/16/2015,Standard Class,DS-13180,OFF-ST-10002485,1,21.98,0,0.2198
US-2015-145436,2/28/2015,3/4/2015,Standard Class,VD-21670,FUR-CH-10004860,2,161.568,0.2,-28.2744
US-2015-145436,2/28/2015,3/4/2015,Standard Class,VD-21670,FUR-CH-10004477,8,389.696,0.2,43.8408
US-2014-156216,9/13/2014,9/17/2014,Standard Class,EA-14035,OFF-BI-10001679,7,18.648,0.7,-12.432
US-2017-100930,04/07/2017,4/12/2017,Standard Class,CS-12400,FUR-TA-10001705,2,233.86,0.45,-102.048
US-2017-100930,04/07/2017,4/12/2017,Standard Class,CS-12400,FUR-TA-10003473,3,620.6145,0.45,-248.2458
US-2017-100930,04/07/2017,4/12/2017,Standard Class,CS-12400,OFF-BI-10001679,2,5.328,0.7,-3.552
